feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,state
-0.008725,-0.006028,-0.00033,0.008398,-0.00072,0.00496,0.165254,-1.212778,0.002319,0.000301,-0.0,2.12949,0.0,2.929688,3.90625,1.953125,0.048565,0.181479,-0.014781,-0.01194,-0.006302,0.002172,-0.006807,0.004876,0.149125,-1.189282,0.00231,0.000506,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.09011,0.196162,0.0,0.072894,0.079622,0.090404,0.079158,0.006464,-1.627831,20.315104,0.007988,0.00644,-0.0,2.12949,0.976562,2.929688,3.90625,1.953125,1.342007,1.361293,stop
0.0,0.006316,0.009998,0.017185,0.010189,0.003981,0.173754,-1.32085,0.000943,0.001071,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.211548,0.241327,-0.001254,0.000393,0.004427,0.011049,0.004404,0.003893,0.111845,-1.392452,0.001024,0.000629,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.112193,0.160776,0.0,0.088646,0.09368,0.101468,0.093399,0.005564,-4.52354,75.350945,0.006767,0.007868,-0.0,2.12949,0.976562,1.953125,2.929688,5.859375,1.573319,1.579216,stop
0.0,0.016309,0.018719,0.021299,0.018173,0.001934,-0.978887,5.987953,0.001266,0.001535,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.316025,0.321494,0.0,0.010182,0.012387,0.015246,0.01199,0.001835,-0.391977,0.354698,0.001064,0.000966,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.215964,0.224301,0.0,0.100544,0.103251,0.106155,0.102558,0.003835,-18.704468,496.774323,0.007552,0.008231,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,1.702413,1.703454,stop
0.0,0.019227,0.020206,0.021807,0.020111,0.001283,-3.907524,56.982811,0.001664,0.001776,-0.0,2.12949,0.976562,1.953125,2.929688,5.859375,0.353524,0.353775,0.0,0.01321,0.014166,0.015461,0.014009,0.001094,-2.278537,24.629604,0.001447,0.001304,-0.0,2.12949,0.976562,1.953125,2.929688,5.859375,0.250905,0.252022,0.0,0.103743,0.104691,0.106428,0.104562,0.003465,-26.830147,806.497192,0.008782,0.008522,-0.0,2.12949,0.976562,1.953125,2.929688,5.859375,1.740114,1.739938,stop
0.0,0.022148,0.024147,0.02664,0.02391,0.002149,-1.502021,13.221569,0.002392,0.001917,-0.0,2.12949,0.976562,1.953125,7.8125,4.882812,0.397436,0.40246,0.0,0.015585,0.017621,0.019901,0.01733,0.001992,-0.880037,4.009187,0.002005,0.001411,-0.0,2.12949,0.976562,1.953125,5.859375,2.929688,0.288712,0.294902,0.0,0.10618,0.108472,0.111692,0.108188,0.004129,-17.588991,457.631561,0.009593,0.008719,-0.0,2.12949,0.976562,1.953125,12.695313,7.8125,1.782023,1.782951,stop
0.0,0.024416,0.02603,0.029201,0.025946,0.002129,-1.810461,19.900249,0.001467,0.002272,-0.0,2.12949,0.976562,1.953125,3.90625,11.71875,0.457597,0.458748,0.0,0.01754,0.018999,0.022191,0.018997,0.001993,-0.882645,6.598749,0.000998,0.001753,-0.0,2.12949,0.976562,1.953125,2.929688,11.71875,0.344582,0.346111,0.0,0.108306,0.110075,0.113688,0.109903,0.004079,-19.097464,511.898376,0.008191,0.009066,-0.0,2.12949,0.976562,1.953125,24.414062,12.695313,1.844465,1.844167,stop
0.0,0.026794,0.028417,0.030022,0.028051,0.001669,-4.845168,75.794548,0.00231,0.002367,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.484778,0.48493,0.0,0.019994,0.021509,0.023146,0.021169,0.001508,-2.939483,36.015579,0.00202,0.001804,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.370436,0.371183,0.0,0.111386,0.11319,0.114725,0.112591,0.003849,-24.463499,712.108582,0.009328,0.009109,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,1.871062,1.871069,stop
0.0,0.027775,0.028486,0.029862,0.028411,0.00118,-13.589993,325.249817,0.002348,0.002433,-0.0,2.12949,0.976562,2.929688,3.90625,1.953125,0.484778,0.484746,0.0,0.020776,0.021576,0.022951,0.021481,0.001059,-8.131129,163.202988,0.002004,0.001813,-0.0,2.12949,0.976562,2.929688,1.953125,3.90625,0.370963,0.3712,0.0,0.111601,0.112041,0.114484,0.111995,0.003574,-30.049898,939.097778,0.009089,0.009193,-0.0,2.12949,0.976562,2.929688,3.90625,1.953125,1.858877,1.858434,stop
0.0,0.028492,0.02987,0.03232,0.029783,0.001764,-4.708947,77.254959,0.002274,0.002412,-0.0,2.12949,0.976562,1.953125,3.90625,12.695313,0.504898,0.505381,0.0,0.02152,0.022964,0.02541,0.022864,0.001712,-2.354804,29.240429,0.001833,0.001886,-0.0,2.12949,0.976562,1.953125,2.929688,12.695313,0.390791,0.392122,0.0,0.111724,0.113458,0.116427,0.113211,0.004011,-21.953062,616.674744,0.008714,0.00893,-0.0,2.12949,0.976562,1.953125,2.929688,5.859375,1.874555,1.873868,stop
0.0,0.024575,0.024959,0.0323,0.025399,0.001863,-0.557437,36.573627,0.001599,0.00232,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,0.467387,0.47909,0.0,0.018118,0.018368,0.025379,0.018844,0.001676,0.862675,19.726917,0.00114,0.001689,-0.0,2.12949,0.976562,1.953125,3.90625,4.882812,0.358407,0.372148,0.0,0.106454,0.107285,0.116385,0.107646,0.004037,-18.08816,491.251404,0.008064,0.008865,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,1.827018,1.831932,stop
