feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,state
0.0,0.032366,0.033539,0.036795,0.033335,0.00186,-5.887586,99.149628,0.002413,0.004509,-0.0,2.12949,0.976562,63.476562,3.90625,64.453125,0.726601,0.750405,0.0,0.023424,0.026538,0.035563,0.026286,0.00458,-0.625252,0.842876,0.005646,0.002319,-0.0,2.12949,0.976562,63.476562,64.453125,1.953125,0.910821,1.048108,0.0,0.199384,0.210434,0.251754,0.209624,0.020602,-1.350755,9.478253,0.032113,0.022933,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,6.914258,5.850637,normal
0.0,0.033636,0.034414,0.03696,0.03437,0.001531,-11.057433,245.588669,0.004235,0.00678,-0.0,2.12949,0.976562,63.476562,64.453125,6.835937,0.734375,0.725062,0.0,0.02282,0.026569,0.036774,0.026161,0.004748,-0.425499,0.251362,0.008755,0.00343,-0.0,2.12949,0.976562,63.476562,64.453125,2.929688,0.99483,1.100835,0.0,0.20628,0.217201,0.252525,0.215514,0.018867,-1.785391,15.650911,0.04207,0.027743,-0.0,2.12949,0.976562,1.953125,3.90625,373.046875,7.331196,5.654869,normal
0.0,0.02747,0.029111,0.035713,0.02922,0.002995,-0.95287,7.94004,0.002016,0.001424,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.703138,0.766143,0.0,0.020148,0.024761,0.039116,0.025034,0.006604,0.020681,-0.589351,0.003434,0.003341,-0.0,2.12949,0.976562,1.953125,2.929688,63.476562,1.013992,1.183431,0.0,0.182272,0.208632,0.252825,0.20478,0.026698,-0.555671,2.023687,0.036494,0.021441,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,7.686276,6.190023,normal
0.0,0.028841,0.030144,0.033758,0.029994,0.00182,-4.426799,70.225052,0.004939,0.004535,-0.0,2.12949,0.976562,1.953125,63.476562,64.453125,0.669754,0.716648,0.0,0.022546,0.0264,0.037893,0.026122,0.005094,-0.340666,0.027064,0.005173,0.001985,-0.0,2.12949,0.976562,63.476562,64.453125,3.90625,0.930785,1.065766,0.0,0.166803,0.205542,0.236301,0.193574,0.032339,-0.889231,0.29863,0.025322,0.019094,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,7.399597,6.133893,normal
0.0,0.030478,0.031482,0.034798,0.031377,0.001698,-6.27852,111.96534,0.005866,0.006375,-0.0,2.12949,0.976562,63.476562,64.453125,6.835937,0.697281,0.721404,0.0,0.02529,0.028012,0.036411,0.027996,0.004035,-0.530257,1.545765,0.005347,0.003817,-0.0,2.12949,0.976562,63.476562,64.453125,2.929688,1.042963,1.08543,0.0,0.142762,0.186981,0.247437,0.182991,0.041812,-0.139902,-1.233821,0.023368,0.018882,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,7.626049,6.031363,normal
0.0,0.03093,0.031634,0.034708,0.031589,0.001417,-10.824534,239.18898,0.003177,0.005652,-0.0,2.12949,0.976562,63.476562,64.453125,1.953125,0.672625,0.708223,0.0,0.027233,0.029761,0.037439,0.029615,0.003544,-0.74941,4.116449,0.005894,0.001226,-0.0,2.12949,0.976562,63.476562,64.453125,41.015625,1.037495,1.146886,0.0,0.177544,0.205678,0.243249,0.19922,0.026317,-0.8924,2.037572,0.003439,0.008348,-0.0,2.12949,0.976562,1.953125,5.859375,4.882812,7.356722,5.927524,normal
0.0,0.03077,0.031892,0.035318,0.031836,0.001681,-6.554126,123.705711,0.004336,0.006198,-0.0,2.12949,0.976562,63.476562,1.953125,64.453125,0.670321,0.736268,0.0,0.024064,0.026727,0.036557,0.02671,0.003836,-0.357166,1.634045,0.00107,0.003851,-0.0,2.12949,0.976562,63.476562,64.453125,3.90625,0.942289,1.067399,0.0,0.177971,0.205679,0.242695,0.196989,0.026931,-0.942698,1.872093,0.009307,0.021614,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,7.049076,5.968976,normal
0.0,0.026085,0.028939,0.034784,0.028683,0.002938,-0.893948,7.341832,0.002816,0.004994,-0.0,2.12949,0.976562,63.476562,64.453125,3.90625,0.699267,0.708661,0.0,0.015947,0.020333,0.030928,0.019838,0.0054,-0.306703,-0.628376,0.004357,0.00106,-0.0,2.12949,0.976562,63.476562,64.453125,41.015625,0.855234,1.056651,0.0,0.177361,0.209232,0.235765,0.198653,0.023961,-1.033037,3.269232,0.025871,0.019424,-0.0,2.12949,0.976562,1.953125,41.015625,373.046875,6.791485,5.856009,normal
0.0,0.028901,0.029652,0.034432,0.029594,0.001503,-7.388346,145.452469,0.003007,0.003398,-0.0,2.12949,0.976562,63.476562,64.453125,6.835937,0.680101,0.712983,0.0,0.017278,0.019897,0.028956,0.019734,0.003816,-0.368876,0.226144,0.003078,0.002252,-0.0,2.12949,0.976562,63.476562,64.453125,41.015625,0.746952,1.01844,0.0,0.171714,0.198713,0.228153,0.192428,0.023721,-0.801391,2.763257,0.035922,0.015189,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,6.459671,5.434551,normal
0.0,0.025266,0.027197,0.031091,0.026841,0.002021,-2.43498,28.724037,0.002737,0.00549,-0.0,2.12949,0.976562,1.953125,63.476562,64.453125,0.639302,0.667194,0.0,0.016766,0.019465,0.028742,0.019405,0.003956,-0.181544,-0.060731,0.003505,0.002717,-0.0,2.12949,0.976562,63.476562,64.453125,3.90625,0.780865,0.898919,0.0,0.175974,0.201253,0.23885,0.198692,0.024136,-0.620985,2.857288,0.012051,0.022932,-0.0,2.12949,0.976562,1.953125,3.90625,4.882812,6.633979,5.42413,normal
